time,azimuth,elevation
2025-03-07 09:18:29.669718+00,127.57,30.07
2025-03-07 09:22:29.671575+00,128.48,30.68
2025-03-07 09:26:29.672497+00,129.41,31.28
2025-03-07 09:30:29.673992+00,130.35,31.87
2025-03-07 09:34:29.675545+00,131.3,32.45
2025-03-07 09:38:29.676981+00,132.27,33.03
2025-03-07 09:42:29.677636+00,133.25,33.6
2025-03-07 09:46:29.67871+00,134.24,34.15
2025-03-07 09:50:29.679518+00,135.25,34.7
2025-03-07 09:54:29.681344+00,136.27,35.24
2025-03-07 09:58:29.682732+00,137.3,35.77
2025-03-07 10:02:29.684006+00,138.36,36.29
2025-03-07 10:06:29.685172+00,139.42,36.8
2025-03-07 10:10:29.686116+00,140.5,37.3
2025-03-07 10:14:29.68775+00,141.6,37.78
2025-03-07 10:18:29.691109+00,142.71,38.26
2025-03-07 10:22:29.693491+00,143.84,38.72
2025-03-07 10:26:29.694968+00,144.98,39.17
2025-03-07 10:30:29.696008+00,146.14,39.61
2025-03-07 10:34:29.697541+00,147.31,40.03
2025-03-07 10:38:29.698971+00,148.5,40.44
2025-03-07 10:42:29.700047+00,149.7,40.84
2025-03-07 10:46:29.701867+00,150.92,41.22
2025-03-07 10:50:29.704044+00,152.15,41.59
2025-03-07 10:54:29.705242+00,153.4,41.94
2025-03-07 10:58:29.706218+00,154.66,42.28
2025-03-07 11:02:29.707493+00,155.94,42.61
2025-03-07 11:06:29.709157+00,157.23,42.91
2025-03-07 11:10:29.709866+00,158.53,43.2
2025-03-07 11:14:29.711202+00,159.85,43.48
2025-03-07 11:18:29.713584+00,161.18,43.74
2025-03-07 11:22:29.715307+00,162.52,43.98
2025-03-07 11:26:29.716512+00,163.87,44.2
2025-03-07 11:30:29.717667+00,165.23,44.41
2025-03-07 11:34:29.718728+00,166.6,44.6
2025-03-07 11:38:29.71962+00,167.98,44.77
2025-03-07 11:42:29.721202+00,169.37,44.92
2025-03-07 11:46:29.722825+00,170.77,45.06
2025-03-07 11:50:29.724499+00,172.17,45.17
2025-03-07 11:54:29.725638+00,173.58,45.27
2025-03-07 11:58:29.727067+00,174.99,45.35
2025-03-07 12:02:29.729003+00,176.4,45.41
2025-03-07 12:06:29.729975+00,177.82,45.45
2025-03-07 12:10:29.730846+00,179.24,45.47
2025-03-07 12:12:44.65508+00,180.04,45.47
2025-03-07 12:16:44.657197+00,181.46,45.46
2025-03-07 12:20:44.658597+00,182.88,45.43
2025-03-07 12:24:44.660431+00,184.3,45.39
2025-03-07 12:28:44.661908+00,185.71,45.32
2025-03-07 12:32:44.663202+00,187.12,45.23
2025-03-07 12:36:44.66404+00,188.53,45.13
2025-03-07 12:40:44.665352+00,189.93,45.01
2025-03-07 12:44:44.667026+00,191.32,44.87
2025-03-07 12:48:44.667851+00,192.7,44.71
2025-03-07 12:52:44.668946+00,194.08,44.53
2025-03-07 12:56:44.670639+00,195.45,44.33
2025-03-07 13:00:44.671859+00,196.81,44.12
2025-03-07 13:04:44.673182+00,198.15,43.89
2025-03-07 13:08:44.674499+00,199.49,43.64
2025-03-07 13:12:44.67516+00,200.81,43.38
2025-03-07 13:16:44.675686+00,202.12,43.1
2025-03-07 13:20:44.677449+00,203.42,42.8
2025-03-07 13:24:44.678318+00,204.71,42.48
2025-03-07 13:28:44.680337+00,205.98,42.16
2025-03-07 13:32:44.680702+00,207.24,41.81
2025-03-07 13:36:44.682213+00,208.48,41.45
2025-03-07 13:40:44.683961+00,209.71,41.08
2025-03-07 13:44:44.68491+00,210.92,40.69
2025-03-07 13:48:44.686611+00,212.12,40.29
2025-03-07 13:52:44.687788+00,213.3,39.87
2025-03-07 13:56:44.689119+00,214.47,39.44
2025-03-07 14:00:44.690159+00,215.62,39.0
2025-03-07 14:04:44.6917+00,216.76,38.55
2025-03-07 14:08:44.693798+00,217.88,38.08
2025-03-07 14:12:44.69435+00,218.98,37.6
2025-03-07 14:16:44.696543+00,220.07,37.11
2025-03-07 14:20:44.697572+00,221.15,36.61
2025-03-07 14:24:44.698835+00,222.21,36.1
2025-03-07 14:28:44.699935+00,223.26,35.57
2025-03-07 14:32:44.700372+00,224.29,35.04
2025-03-07 14:36:44.701184+00,225.3,34.5
2025-03-07 14:40:44.703073+00,226.31,33.95
2025-03-07 14:44:44.703444+00,227.3,33.39
2025-03-07 14:48:44.704955+00,228.27,32.82
2025-03-07 14:52:44.706599+00,229.23,32.24
2025-03-07 14:56:44.707294+00,230.18,31.65
2025-03-07 15:00:44.707967+00,231.11,31.05
2025-03-07 15:04:44.708583+00,232.03,30.45
2025-03-07 15:08:44.709584+00,232.94,29.84
2025-03-07 15:12:44.710246+00,233.84,29.22
2025-03-07 15:16:44.711823+00,234.73,28.6
2025-03-07 15:20:44.712659+00,235.6,27.96
2025-03-07 15:24:44.713953+00,236.46,27.33
2025-03-07 15:28:44.715384+00,237.31,26.68
2025-03-07 15:32:44.717869+00,238.15,26.03
2025-03-07 15:36:44.718805+00,238.98,25.37
2025-03-07 15:40:44.720317+00,239.8,24.71
2025-03-07 15:44:44.72143+00,240.62,24.04
2025-03-07 15:48:44.723135+00,241.42,23.37
2025-03-07 15:52:44.72485+00,242.21,22.69
2025-03-07 15:56:44.726172+00,242.99,22.01
2025-03-07 16:00:44.728208+00,243.76,21.32
2025-03-07 16:04:44.730439+00,244.53,20.63
2025-03-07 16:08:44.732751+00,245.29,19.93
2025-03-07 16:12:44.733878+00,246.04,19.23
2025-03-07 16:16:44.734664+00,246.78,18.52
2025-03-07 16:20:44.736433+00,247.51,17.82
2025-03-07 16:24:44.738051+00,248.24,17.1
2025-03-07 16:28:44.739792+00,248.96,16.39
2025-03-07 16:32:44.740185+00,249.68,15.67
2025-03-07 16:36:44.742041+00,250.39,14.95
2025-03-07 16:40:44.743404+00,251.09,14.22
2025-03-07 16:44:44.744309+00,251.79,13.49
2025-03-07 16:48:44.745854+00,252.48,12.76
2025-03-07 16:52:44.748005+00,253.16,12.03
2025-03-07 16:56:44.749395+00,253.85,11.3
2025-03-07 17:00:44.750381+00,254.52,10.56
2025-03-07 17:03:45.802346+00,255.03,10.0
2025-03-07 17:05:45.803215+00,255.37,9.63
2025-03-07 17:07:45.804569+00,255.7,9.26
2025-03-07 17:09:45.806851+00,256.03,8.89
2025-03-07 17:11:45.808537+00,256.37,8.52
2025-03-07 17:13:45.810071+00,256.7,8.15
2025-03-07 17:15:45.811205+00,257.03,7.78
2025-03-07 17:17:45.813486+00,257.36,7.41
2025-03-07 17:19:45.814365+00,257.69,7.04
2025-03-07 17:21:45.815402+00,258.01,6.67
2025-03-07 17:23:45.817881+00,258.34,6.3
2025-03-07 17:25:45.82007+00,258.67,5.93
2025-03-07 17:27:45.822083+00,258.99,5.56
2025-03-07 17:29:45.82397+00,259.32,5.19
2025-03-07 17:31:45.824534+00,259.64,4.82
2025-03-07 17:33:45.826591+00,259.97,4.45
2025-03-07 17:35:45.828874+00,260.29,4.08
2025-03-07 17:37:45.830244+00,260.61,3.72
2025-03-07 17:39:45.83068+00,260.93,3.35
2025-03-07 17:41:45.832769+00,261.26,2.99
2025-03-07 17:43:45.834046+00,261.58,2.63
2025-03-07 17:45:45.836036+00,261.9,2.27
2025-03-07 17:47:45.837218+00,262.22,1.91
2025-03-07 17:49:45.838806+00,262.54,1.56
2025-03-07 17:51:45.840748+00,262.86,1.22
2025-03-07 17:53:45.842594+00,263.17,0.88
2025-03-07 17:55:45.843386+00,263.49,0.54
2025-03-07 17:57:45.844326+00,263.81,0.22
2025-03-07 18:00:14.117588+00,264.21,-0.37
2025-03-07 18:04:14.11955+00,264.84,-1.34
2025-03-07 18:08:14.122252+00,265.48,-2.18
2025-03-07 18:12:14.123614+00,266.11,-2.99
2025-03-07 18:16:14.124883+00,266.74,-3.78
2025-03-07 18:20:14.125786+00,267.38,-4.56
2025-03-07 18:24:14.128085+00,268.01,-5.34
2025-03-07 18:27:36.567375+00,268.55,-6.0
2025-03-07 18:35:36.57001+00,269.82,-7.55
2025-03-07 18:43:36.57111+00,271.09,-9.1
2025-03-07 18:51:36.572897+00,272.37,-10.65
2025-03-07 18:58:35.831757+00,273.5,-12.0
2025-03-07 19:06:35.834256+00,274.8,-13.54
2025-03-07 19:14:35.835708+00,276.11,-15.08
2025-03-07 19:22:35.836434+00,277.44,-16.61
2025-03-07 19:29:51.056402+00,278.65,-18.0
2025-03-07 19:49:51.058642+00,282.09,-21.8
2025-03-07 20:09:51.059877+00,285.68,-25.54
2025-03-07 20:29:51.061533+00,289.47,-29.22
2025-03-07 20:49:51.062651+00,293.51,-32.81
2025-03-07 21:09:51.065464+00,297.85,-36.28
2025-03-07 21:29:51.066729+00,302.55,-39.62
2025-03-07 21:49:51.067823+00,307.67,-42.77
2025-03-07 22:09:51.069775+00,313.3,-45.7
2025-03-07 22:29:51.071083+00,319.49,-48.36
2025-03-07 22:49:51.072917+00,326.28,-50.69
2025-03-07 23:09:51.074748+00,333.7,-52.62
2025-03-07 23:29:51.076221+00,341.68,-54.08
2025-03-07 23:49:51.079033+00,350.13,-55.01
2025-03-08 00:12:22.004704+00,359.94,-55.39
2025-03-08 00:32:22.006505+00,8.67,-55.09
2025-03-08 00:52:22.007329+00,17.16,-54.22
2025-03-08 01:12:22.008832+00,25.21,-52.82
2025-03-08 01:32:22.01048+00,32.69,-50.94
2025-03-08 01:52:22.012408+00,39.56,-48.66
2025-03-08 02:12:22.014004+00,45.82,-46.04
2025-03-08 02:32:22.015621+00,51.51,-43.13
2025-03-08 02:52:22.017651+00,56.7,-40.0
2025-03-08 03:12:22.018667+00,61.44,-36.68
2025-03-08 03:32:22.020476+00,65.82,-33.22
2025-03-08 03:52:22.020465+00,69.88,-29.64
2025-03-08 04:12:22.022367+00,73.7,-25.97
2025-03-08 04:32:22.023657+00,77.31,-22.23
2025-03-08 04:54:37.726137+00,81.13,-18.0
2025-03-08 05:02:37.728217+00,82.47,-16.47
2025-03-08 05:10:37.729774+00,83.79,-14.93
2025-03-08 05:18:37.731515+00,85.1,-13.39
2025-03-08 05:25:50.328001+00,86.27,-12.0
2025-03-08 05:33:50.329199+00,87.56,-10.45
2025-03-08 05:41:50.330958+00,88.84,-8.9
2025-03-08 05:49:50.332077+00,90.11,-7.35
2025-03-08 05:56:46.399009+00,91.21,-6.0
2025-03-08 06:00:46.401355+00,91.84,-5.22
2025-03-08 06:04:46.40287+00,92.47,-4.44
2025-03-08 06:08:46.403905+00,93.11,-3.65
2025-03-08 06:12:46.405868+00,93.74,-2.86
2025-03-08 06:16:46.406657+00,94.37,-2.05
2025-03-08 06:20:46.407804+00,95.01,-1.2
2025-03-08 06:24:04.941033+00,95.53,-0.38
2025-03-08 06:26:04.942005+00,95.85,0.14
2025-03-08 06:28:04.942774+00,96.16,0.46
2025-03-08 06:30:04.944112+00,96.48,0.79
2025-03-08 06:32:04.946544+00,96.8,1.13
2025-03-08 06:34:04.947976+00,97.12,1.48
2025-03-08 06:36:04.950343+00,97.44,1.83
2025-03-08 06:38:04.950983+00,97.75,2.18
2025-03-08 06:40:04.95246+00,98.07,2.54
2025-03-08 06:42:04.953409+00,98.39,2.9
2025-03-08 06:44:04.955868+00,98.71,3.27
2025-03-08 06:46:04.957649+00,99.03,3.63
2025-03-08 06:48:04.959358+00,99.36,4.0
2025-03-08 06:50:04.960909+00,99.68,4.37
2025-03-08 06:52:04.96186+00,100.0,4.74
2025-03-08 06:54:04.962743+00,100.32,5.11
2025-03-08 06:56:04.966639+00,100.65,5.48
2025-03-08 06:58:04.965687+00,100.97,5.85
2025-03-08 07:00:04.966463+00,101.3,6.22
2025-03-08 07:02:04.967061+00,101.62,6.59
2025-03-08 07:04:04.967958+00,101.95,6.96
2025-03-08 07:06:04.969237+00,102.28,7.34
2025-03-08 07:08:04.97061+00,102.61,7.71
2025-03-08 07:10:04.971261+00,102.94,8.08
2025-03-08 07:12:04.973309+00,103.27,8.45
2025-03-08 07:14:04.975137+00,103.6,8.82
2025-03-08 07:16:04.976119+00,103.93,9.2
2025-03-08 07:18:04.977815+00,104.26,9.57
2025-03-08 07:20:24.362376+00,104.65,10.0
2025-03-08 07:24:24.364443+00,105.32,10.74
2025-03-08 07:28:24.365602+00,106.0,11.48
2025-03-08 07:32:24.368453+00,106.68,12.22
2025-03-08 07:36:24.369575+00,107.36,12.95
2025-03-08 07:40:24.372043+00,108.05,13.68
2025-03-08 07:44:24.373602+00,108.75,14.41
2025-03-08 07:48:24.375721+00,109.45,15.14
2025-03-08 07:52:24.377396+00,110.16,15.86
2025-03-08 07:56:24.379715+00,110.87,16.59
2025-03-08 08:00:24.380129+00,111.59,17.3
2025-03-08 08:04:24.381009+00,112.32,18.02
2025-03-08 08:08:24.382709+00,113.05,18.73
2025-03-08 08:12:24.385339+00,113.79,19.44
2025-03-08 08:16:24.386649+00,114.54,20.14
2025-03-08 08:20:24.388333+00,115.3,20.84
2025-03-08 08:24:24.390021+00,116.06,21.53
2025-03-08 08:28:24.391139+00,116.84,22.22
2025-03-08 08:32:24.392744+00,117.62,22.91
2025-03-08 08:36:24.393476+00,118.41,23.59
2025-03-08 08:40:24.394137+00,119.21,24.27
2025-03-08 08:44:24.39526+00,120.02,24.94
2025-03-08 08:48:24.397909+00,120.84,25.6
2025-03-08 08:52:24.399036+00,121.67,26.26
2025-03-08 08:56:24.400219+00,122.51,26.92
2025-03-08 09:00:24.401828+00,123.36,27.57
2025-03-08 09:04:24.402812+00,124.22,28.21
2025-03-08 09:08:24.404386+00,125.09,28.84
2025-03-08 09:12:24.405899+00,125.98,29.47
2025-03-08 09:16:24.406824+00,126.88,30.09
2025-03-08 09:20:24.407948+00,127.79,30.71
2025-03-08 09:24:24.409954+00,128.71,31.31
2025-03-08 09:28:24.411951+00,129.64,31.91
2025-03-08 09:32:24.414232+00,130.59,32.5
2025-03-08 09:36:24.414371+00,131.55,33.08
2025-03-08 09:40:24.415519+00,132.53,33.66
2025-03-08 09:44:24.416658+00,133.52,34.22
2025-03-08 09:48:24.417528+00,134.52,34.78
2025-03-08 09:52:24.42076+00,135.54,35.32
2025-03-08 09:56:24.422352+00,136.57,35.86
2025-03-08 10:00:24.423614+00,137.62,36.39
2025-03-08 10:04:24.425023+00,138.68,36.9
2025-03-08 10:08:24.426688+00,139.76,37.41
2025-03-08 10:12:24.428779+00,140.85,37.9
2025-03-08 10:16:24.429464+00,141.96,38.38
2025-03-08 10:20:24.431491+00,143.09,38.85
2025-03-08 10:24:24.433136+00,144.23,39.31
2025-03-08 10:28:24.435321+00,145.38,39.76
2025-03-08 10:32:24.436522+00,146.55,40.19
2025-03-08 10:36:24.438392+00,147.74,40.61
2025-03-08 10:40:24.440795+00,148.94,41.01
2025-03-08 10:44:24.44215+00,150.16,41.41
2025-03-08 10:48:24.444135+00,151.39,41.78
2025-03-08 10:52:24.446499+00,152.64,42.15
2025-03-08 10:56:24.447856+00,153.9,42.5
2025-03-08 11:00:24.448633+00,155.18,42.83
2025-03-08 11:04:24.449354+00,156.47,43.14
2025-03-08 11:08:24.45205+00,157.78,43.45
2025-03-08 11:12:24.453582+00,159.1,43.73
2025-03-08 11:16:24.455107+00,160.43,44.0
2025-03-08 11:20:24.457653+00,161.77,44.25
2025-03-08 11:24:24.459412+00,163.13,44.48
2025-03-08 11:28:24.460153+00,164.49,44.7
2025-03-08 11:32:24.462048+00,165.87,44.9
2025-03-08 11:36:24.463421+00,167.25,45.08
2025-03-08 11:40:24.465465+00,168.65,45.24
2025-03-08 11:44:24.466697+00,170.05,45.38
2025-03-08 11:48:24.469829+00,171.46,45.51
2025-03-08 11:52:24.471802+00,172.88,45.61
2025-03-08 11:56:24.472852+00,174.3,45.7
2025-03-08 12:00:24.474311+00,175.72,45.77
2025-03-08 12:04:24.476065+00,177.15,45.82
2025-03-08 12:08:24.477823+00,178.58,45.85
2025-03-08 12:12:30.00455+00,180.04,45.86
2025-03-08 12:16:30.00624+00,181.48,45.85
2025-03-08 12:20:30.007133+00,182.91,45.82
2025-03-08 12:24:30.008554+00,184.33,45.77
2025-03-08 12:28:30.009883+00,185.76,45.71
2025-03-08 12:32:30.010607+00,187.18,45.62
2025-03-08 12:36:30.011773+00,188.59,45.52
2025-03-08 12:40:30.013612+00,190.0,45.39
2025-03-08 12:44:30.01485+00,191.41,45.25
2025-03-08 12:48:30.015719+00,192.8,45.09
2025-03-08 12:52:30.016582+00,194.19,44.91
2025-03-08 12:56:30.018264+00,195.57,44.71
2025-03-08 13:00:30.019423+00,196.93,44.5
2025-03-08 13:04:30.02092+00,198.29,44.27
2025-03-08 13:08:30.022951+00,199.63,44.02
2025-03-08 13:12:30.024214+00,200.97,43.75
2025-03-08 13:16:30.025793+00,202.29,43.47
2025-03-08 13:20:30.027316+00,203.59,43.17
2025-03-08 13:24:30.028571+00,204.88,42.85
2025-03-08 13:28:30.029989+00,206.16,42.52
2025-03-08 13:32:30.0305+00,207.43,42.17
2025-03-08 13:36:30.030878+00,208.68,41.81
2025-03-08 13:40:30.032531+00,209.91,41.44
2025-03-08 13:44:30.033294+00,211.13,41.05
2025-03-08 13:48:30.03493+00,212.33,40.64
2025-03-08 13:52:30.037793+00,213.52,40.22
2025-03-08 13:56:30.038844+00,214.69,39.79
2025-03-08 14:00:30.040478+00,215.85,39.35
2025-03-08 14:04:30.040978+00,216.99,38.89
2025-03-08 14:08:30.042526+00,218.12,38.42
2025-03-08 14:12:30.043088+00,219.23,37.94
2025-03-08 14:16:30.045488+00,220.32,37.45
2025-03-08 14:20:30.046242+00,221.4,36.94
2025-03-08 14:24:30.04783+00,222.47,36.43
2025-03-08 14:28:30.048225+00,223.52,35.9
2025-03-08 14:32:30.049314+00,224.55,35.37
2025-03-08 14:36:30.050573+00,225.57,34.82
2025-03-08 14:40:30.051293+00,226.57,34.27
2025-03-08 14:44:30.052471+00,227.57,33.7
2025-03-08 14:48:30.053341+00,228.54,33.13
2025-03-08 14:52:30.054493+00,229.51,32.55
2025-03-08 14:56:30.055063+00,230.46,31.96
2025-03-08 15:00:30.056969+00,231.39,31.36
2025-03-08 15:04:30.058146+00,232.32,30.76
2025-03-08 15:08:30.059061+00,233.23,30.14
2025-03-08 15:12:30.061115+00,234.12,29.52
2025-03-08 15:16:30.061539+00,235.01,28.9
2025-03-08 15:20:30.062472+00,235.89,28.26
2025-03-08 15:24:30.063014+00,236.75,27.62
2025-03-08 15:28:30.065018+00,237.6,26.97
2025-03-08 15:32:30.065463+00,238.44,26.32
2025-03-08 15:36:30.066581+00,239.28,25.66
2025-03-08 15:40:30.067601+00,240.1,25.0
2025-03-08 15:44:30.06864+00,240.91,24.33
2025-03-08 15:48:30.069669+00,241.71,23.65
2025-03-08 15:52:30.070377+00,242.5,22.97
2025-03-08 15:56:30.070824+00,243.28,22.29
2025-03-08 16:00:30.071876+00,244.06,21.6
2025-03-08 16:04:30.072924+00,244.82,20.9
2025-03-08 16:08:30.075256+00,245.58,20.2
2025-03-08 16:12:30.076387+00,246.33,19.5
2025-03-08 16:16:30.077533+00,247.07,18.79
2025-03-08 16:20:30.078974+00,247.81,18.08
2025-03-08 16:24:30.080634+00,248.54,17.37
2025-03-08 16:28:30.082992+00,249.26,16.65
2025-03-08 16:32:30.083988+00,249.97,15.93
2025-03-08 16:36:30.085183+00,250.68,15.21
2025-03-08 16:40:30.086458+00,251.39,14.48
2025-03-08 16:44:30.088441+00,252.08,13.75
2025-03-08 16:48:30.089678+00,252.78,13.02
2025-03-08 16:52:30.092166+00,253.46,12.29
2025-03-08 16:56:30.093782+00,254.14,11.55
2025-03-08 17:00:30.094995+00,254.82,10.82
2025-03-08 17:04:54.126856+00,255.56,10.0
2025-03-08 17:06:54.128533+00,255.9,9.63
2025-03-08 17:08:54.130683+00,256.23,9.26
2025-03-08 17:10:54.131957+00,256.56,8.89
2025-03-08 17:12:54.133104+00,256.89,8.52
2025-03-08 17:14:54.134322+00,257.23,8.15
2025-03-08 17:16:54.135542+00,257.56,7.77
2025-03-08 17:18:54.136265+00,257.88,7.4
2025-03-08 17:20:54.138062+00,258.21,7.03
2025-03-08 17:22:54.139018+00,258.54,6.66
2025-03-08 17:24:54.140622+00,258.87,6.29
2025-03-08 17:26:54.141729+00,259.19,5.92
2025-03-08 17:28:54.143724+00,259.52,5.55
2025-03-08 17:30:54.14366+00,259.84,5.18
2025-03-08 17:32:54.146955+00,260.17,4.8
2025-03-08 17:34:54.148246+00,260.49,4.44
2025-03-08 17:36:54.149979+00,260.81,4.07
2025-03-08 17:38:54.151488+00,261.14,3.7
2025-03-08 17:40:54.151974+00,261.46,3.34
2025-03-08 17:42:54.15355+00,261.78,2.97
2025-03-08 17:44:54.154068+00,262.1,2.61
2025-03-08 17:46:54.155171+00,262.42,2.25
2025-03-08 17:48:54.156705+00,262.74,1.9
2025-03-08 17:50:54.157939+00,263.06,1.55
2025-03-08 17:52:54.160015+00,263.38,1.2
2025-03-08 17:54:54.161782+00,263.7,0.86
2025-03-08 17:56:54.162622+00,264.02,0.53
2025-03-08 17:58:54.164259+00,264.33,0.2
2025-03-08 18:01:16.982712+00,264.71,-0.36
2025-03-08 18:05:16.984057+00,265.35,-1.34
2025-03-08 18:09:16.985385+00,265.98,-2.18
2025-03-08 18:13:16.98608+00,266.62,-2.99
2025-03-08 18:17:16.987797+00,267.25,-3.78
2025-03-08 18:21:16.988444+00,267.88,-4.56
2025-03-08 18:25:16.98944+00,268.52,-5.34
2025-03-08 18:28:38.572136+00,269.05,-6.0
2025-03-08 18:36:38.574364+00,270.33,-7.55
2025-03-08 18:44:38.576614+00,271.6,-9.1
2025-03-08 18:52:38.578991+00,272.89,-10.65
2025-03-08 18:59:38.205827+00,274.02,-12.0
2025-03-08 19:07:38.208329+00,275.32,-13.54
2025-03-08 19:15:38.21063+00,276.64,-15.08
2025-03-08 19:23:38.21148+00,277.96,-16.61
2025-03-08 19:30:55.348248+00,279.19,-18.0
2025-03-08 19:50:55.349751+00,282.64,-21.79
2025-03-08 20:10:55.350806+00,286.25,-25.52
2025-03-08 20:30:55.352369+00,290.05,-29.19
2025-03-08 20:50:55.353579+00,294.11,-32.76
2025-03-08 21:10:55.355198+00,298.47,-36.22
2025-03-08 21:30:55.356073+00,303.2,-39.53
2025-03-08 21:50:55.356644+00,308.35,-42.66
2025-03-08 22:10:55.357958+00,314.0,-45.56
2025-03-08 22:30:55.358811+00,320.21,-48.19
2025-03-08 22:50:55.360629+00,327.01,-50.47
2025-03-08 23:10:55.361591+00,334.42,-52.36
2025-03-08 23:30:55.362642+00,342.38,-53.78
2025-03-08 23:50:55.364336+00,350.78,-54.67
2025-03-09 00:12:07.00445+00,359.94,-54.99
2025-03-09 00:32:07.005832+00,8.59,-54.7
2025-03-09 00:52:07.006913+00,17.01,-53.84
2025-03-09 01:12:07.007946+00,25.0,-52.45
2025-03-09 01:32:07.011178+00,32.44,-50.59
2025-03-09 01:52:07.01222+00,39.27,-48.32
2025-03-09 02:12:07.013496+00,45.51,-45.71
2025-03-09 02:32:07.014752+00,51.19,-42.82
2025-03-09 02:52:07.015619+00,56.37,-39.7
2025-03-09 03:12:07.015994+00,61.11,-36.4
2025-03-09 03:32:07.017682+00,65.49,-32.94
2025-03-09 03:52:07.019339+00,69.56,-29.37
2025-03-09 04:12:07.02208+00,73.37,-25.71
2025-03-09 04:32:07.023054+00,76.99,-21.97
2025-03-09 04:53:03.448557+00,80.6,-18.0
2025-03-09 05:01:03.449651+00,81.94,-16.47
2025-03-09 05:09:03.450914+00,83.27,-14.94
2025-03-09 05:17:03.452767+00,84.58,-13.4
2025-03-09 05:24:18.007969+00,85.76,-12.0
2025-03-09 05:32:18.009624+00,87.05,-10.45
2025-03-09 05:40:18.012174+00,88.33,-8.9
2025-03-09 05:48:18.013963+00,89.6,-7.35
2025-03-09 05:55:14.503582+00,90.7,-6.0
2025-03-09 05:59:14.5057+00,91.34,-5.22
2025-03-09 06:03:14.507249+00,91.97,-4.44
2025-03-09 06:07:14.509011+00,92.6,-3.65
2025-03-09 06:11:14.50988+00,93.23,-2.86
2025-03-09 06:15:14.511478+00,93.87,-2.05
2025-03-09 06:19:14.513227+00,94.5,-1.19
2025-03-09 06:22:32.247901+00,95.02,-0.37
2025-03-09 06:24:32.250592+00,95.34,0.14
2025-03-09 06:26:32.252614+00,95.66,0.46
2025-03-09 06:28:32.254732+00,95.98,0.8
2025-03-09 06:30:32.256592+00,96.29,1.14
2025-03-09 06:32:32.257398+00,96.61,1.48
2025-03-09 06:34:32.258594+00,96.93,1.83
2025-03-09 06:36:32.260171+00,97.25,2.19
2025-03-09 06:38:32.26072+00,97.57,2.55
2025-03-09 06:40:32.261909+00,97.89,2.91
2025-03-09 06:42:32.262861+00,98.21,3.27
2025-03-09 06:44:32.264486+00,98.53,3.64
2025-03-09 06:46:32.264683+00,98.85,4.01
2025-03-09 06:48:32.265676+00,99.17,4.37
2025-03-09 06:50:32.265942+00,99.49,4.74
2025-03-09 06:52:32.268378+00,99.82,5.11
2025-03-09 06:54:32.269133+00,100.14,5.49
2025-03-09 06:56:32.271441+00,100.47,5.86
2025-03-09 06:58:32.271839+00,100.79,6.23
2025-03-09 07:00:32.274237+00,101.12,6.6
2025-03-09 07:02:32.275426+00,101.44,6.98
2025-03-09 07:04:32.277542+00,101.77,7.35
2025-03-09 07:06:32.279607+00,102.1,7.72
2025-03-09 07:08:32.281781+00,102.43,8.09
2025-03-09 07:10:32.283051+00,102.76,8.47
2025-03-09 07:12:32.283625+00,103.09,8.84
2025-03-09 07:14:32.28556+00,103.42,9.21
2025-03-09 07:16:32.286394+00,103.75,9.58
2025-03-09 07:18:46.393469+00,104.12,10.0
2025-03-09 07:22:46.395162+00,104.79,10.74
2025-03-09 07:26:46.396462+00,105.47,11.48
2025-03-09 07:30:46.397681+00,106.15,12.22
2025-03-09 07:34:46.398928+00,106.83,12.96
2025-03-09 07:38:46.399642+00,107.52,13.69
2025-03-09 07:42:46.400702+00,108.21,14.42
2025-03-09 07:46:46.401138+00,108.91,15.15
2025-03-09 07:50:46.402845+00,109.62,15.88
2025-03-09 07:54:46.404252+00,110.33,16.6
2025-03-09 07:58:46.4066+00,111.05,17.33
2025-03-09 08:02:46.407517+00,111.77,18.04
2025-03-09 08:06:46.408011+00,112.5,18.76
2025-03-09 08:10:46.409671+00,113.24,19.47
2025-03-09 08:14:46.41163+00,113.99,20.17
2025-03-09 08:18:46.412694+00,114.74,20.88
2025-03-09 08:22:46.414005+00,115.51,21.57
2025-03-09 08:26:46.41504+00,116.28,22.27
2025-03-09 08:30:46.416086+00,117.06,22.96
2025-03-09 08:34:46.41848+00,117.84,23.64
2025-03-09 08:38:46.420065+00,118.64,24.32
2025-03-09 08:42:46.421978+00,119.45,25.0
2025-03-09 08:46:46.423488+00,120.26,25.67
2025-03-09 08:50:46.424693+00,121.09,26.33
2025-03-09 08:54:46.426111+00,121.93,26.99
2025-03-09 08:58:46.4274+00,122.78,27.64
2025-03-09 09:02:46.428201+00,123.64,28.29
2025-03-09 09:06:46.429393+00,124.51,28.92
2025-03-09 09:10:46.430676+00,125.39,29.56
2025-03-09 09:14:46.431778+00,126.28,30.18
2025-03-09 09:18:46.432515+00,127.19,30.8
2025-03-09 09:22:46.433321+00,128.11,31.41
2025-03-09 09:26:46.43472+00,129.04,32.02
2025-03-09 09:30:46.43608+00,129.99,32.61
2025-03-09 09:34:46.436872+00,130.95,33.2
2025-03-09 09:38:46.43876+00,131.92,33.78
2025-03-09 09:42:46.4405+00,132.91,34.35
2025-03-09 09:46:46.442101+00,133.91,34.91
2025-03-09 09:50:46.442756+00,134.92,35.46
2025-03-09 09:54:46.444835+00,135.95,36.01
2025-03-09 09:58:46.446147+00,137.0,36.54
2025-03-09 10:02:46.447118+00,138.06,37.06
