time,azimuth,elevation
2025-03-09 10:06:46.448093+00,139.14,37.57
2025-03-09 10:10:46.449937+00,140.23,38.07
2025-03-09 10:14:46.451966+00,141.34,38.56
2025-03-09 10:18:46.453167+00,142.46,39.04
2025-03-09 10:22:46.45393+00,143.6,39.5
2025-03-09 10:26:46.454395+00,144.75,39.95
2025-03-09 10:30:46.454819+00,145.93,40.39
2025-03-09 10:34:46.457136+00,147.11,40.82
2025-03-09 10:38:46.458896+00,148.32,41.23
2025-03-09 10:42:46.460215+00,149.53,41.63
2025-03-09 10:46:46.461143+00,150.77,42.02
2025-03-09 10:50:46.462457+00,152.02,42.39
2025-03-09 10:54:46.464353+00,153.28,42.74
2025-03-09 10:58:46.465576+00,154.56,43.08
2025-03-09 11:02:46.466764+00,155.86,43.41
2025-03-09 11:06:46.469169+00,157.16,43.72
2025-03-09 11:10:46.470359+00,158.49,44.01
2025-03-09 11:14:46.471527+00,159.82,44.28
2025-03-09 11:18:46.473936+00,161.17,44.54
2025-03-09 11:22:46.475714+00,162.53,44.78
2025-03-09 11:26:46.476938+00,163.9,45.01
2025-03-09 11:30:46.477236+00,165.28,45.21
2025-03-09 11:34:46.478939+00,166.68,45.4
2025-03-09 11:38:46.480547+00,168.08,45.57
2025-03-09 11:42:46.481831+00,169.49,45.72
2025-03-09 11:46:46.482128+00,170.91,45.86
2025-03-09 11:50:46.482855+00,172.33,45.97
2025-03-09 11:54:46.484201+00,173.76,46.06
2025-03-09 11:58:46.485732+00,175.19,46.14
2025-03-09 12:02:46.487042+00,176.63,46.2
2025-03-09 12:06:46.488313+00,178.07,46.23
2025-03-09 12:10:46.489724+00,179.51,46.25
2025-03-09 12:12:15.004503+00,180.05,46.25
2025-03-09 12:16:15.006168+00,181.49,46.24
2025-03-09 12:20:15.0067+00,182.93,46.21
2025-03-09 12:24:15.009681+00,184.37,46.16
2025-03-09 12:28:15.010735+00,185.8,46.1
2025-03-09 12:32:15.011573+00,187.23,46.01
2025-03-09 12:36:15.012443+00,188.66,45.91
2025-03-09 12:40:15.014385+00,190.08,45.78
2025-03-09 12:44:15.015082+00,191.49,45.64
2025-03-09 12:48:15.015795+00,192.9,45.48
2025-03-09 12:52:15.017132+00,194.3,45.3
2025-03-09 12:56:15.018566+00,195.68,45.1
2025-03-09 13:00:15.020629+00,197.06,44.88
2025-03-09 13:04:15.021662+00,198.42,44.65
2025-03-09 13:08:15.023635+00,199.78,44.4
2025-03-09 13:12:15.025756+00,201.12,44.13
2025-03-09 13:16:15.027147+00,202.45,43.84
2025-03-09 13:20:15.028963+00,203.76,43.54
2025-03-09 13:24:15.030463+00,205.06,43.22
2025-03-09 13:28:15.03146+00,206.35,42.89
2025-03-09 13:32:15.032448+00,207.62,42.54
2025-03-09 13:36:15.034303+00,208.87,42.18
2025-03-09 13:40:15.035407+00,210.11,41.8
2025-03-09 13:44:15.036409+00,211.34,41.4
2025-03-09 13:48:15.037971+00,212.55,41.0
2025-03-09 13:52:15.039541+00,213.74,40.57
2025-03-09 13:56:15.039861+00,214.92,40.14
2025-03-09 14:00:15.040627+00,216.08,39.69
2025-03-09 14:04:15.041409+00,217.23,39.23
2025-03-09 14:08:15.042908+00,218.36,38.76
2025-03-09 14:12:15.044103+00,219.47,38.28
2025-03-09 14:16:15.045948+00,220.57,37.78
2025-03-09 14:20:15.047462+00,221.66,37.28
2025-03-09 14:24:15.049615+00,222.72,36.76
2025-03-09 14:28:15.051539+00,223.78,36.23
2025-03-09 14:32:15.054129+00,224.81,35.69
2025-03-09 14:36:15.055701+00,225.83,35.15
2025-03-09 14:40:15.055979+00,226.84,34.59
2025-03-09 14:44:15.057889+00,227.84,34.02
2025-03-09 14:48:15.05915+00,228.82,33.45
2025-03-09 14:52:15.060232+00,229.78,32.86
2025-03-09 14:56:15.061772+00,230.73,32.27
2025-03-09 15:00:15.063125+00,231.67,31.67
2025-03-09 15:04:15.064323+00,232.6,31.06
2025-03-09 15:08:15.066427+00,233.51,30.45
2025-03-09 15:12:15.067214+00,234.41,29.83
2025-03-09 15:16:15.068086+00,235.3,29.2
2025-03-09 15:20:15.06898+00,236.17,28.56
2025-03-09 15:24:15.070958+00,237.04,27.92
2025-03-09 15:28:15.072306+00,237.89,27.27
2025-03-09 15:32:15.07376+00,238.73,26.61
2025-03-09 15:36:15.074862+00,239.57,25.95
2025-03-09 15:40:15.077049+00,240.39,25.29
2025-03-09 15:44:15.077812+00,241.2,24.61
2025-03-09 15:48:15.079795+00,242.0,23.94
2025-03-09 15:52:15.080559+00,242.79,23.25
2025-03-09 15:56:15.082345+00,243.58,22.57
2025-03-09 16:00:15.083922+00,244.35,21.88
2025-03-09 16:04:15.08513+00,245.12,21.18
2025-03-09 16:08:15.085804+00,245.88,20.48
2025-03-09 16:12:15.087837+00,246.63,19.78
2025-03-09 16:16:15.089062+00,247.37,19.07
2025-03-09 16:20:15.091622+00,248.11,18.36
2025-03-09 16:24:15.093045+00,248.83,17.64
2025-03-09 16:28:15.096186+00,249.56,16.92
2025-03-09 16:32:15.097414+00,250.27,16.2
2025-03-09 16:36:15.098744+00,250.98,15.48
2025-03-09 16:40:15.099311+00,251.68,14.75
2025-03-09 16:44:15.100135+00,252.38,14.02
2025-03-09 16:48:15.101488+00,253.07,13.28
2025-03-09 16:52:15.102236+00,253.76,12.55
2025-03-09 16:56:15.102825+00,254.44,11.81
2025-03-09 17:00:15.103975+00,255.12,11.07
2025-03-09 17:04:15.104562+00,255.79,10.33
2025-03-09 17:06:01.910691+00,256.09,10.0
2025-03-09 17:08:01.911449+00,256.42,9.63
2025-03-09 17:10:01.912314+00,256.76,9.26
2025-03-09 17:12:01.913762+00,257.09,8.89
2025-03-09 17:14:01.915534+00,257.42,8.52
2025-03-09 17:16:01.917466+00,257.75,8.14
2025-03-09 17:18:01.918719+00,258.08,7.77
2025-03-09 17:20:01.921226+00,258.41,7.4
2025-03-09 17:22:01.92289+00,258.74,7.03
2025-03-09 17:24:01.923838+00,259.06,6.66
2025-03-09 17:26:01.925051+00,259.39,6.28
2025-03-09 17:28:01.925704+00,259.72,5.91
2025-03-09 17:30:01.927495+00,260.04,5.54
2025-03-09 17:32:01.928594+00,260.36,5.17
2025-03-09 17:34:01.929845+00,260.69,4.8
2025-03-09 17:36:01.931228+00,261.01,4.43
2025-03-09 17:38:01.932997+00,261.33,4.06
2025-03-09 17:40:01.935661+00,261.66,3.69
2025-03-09 17:42:01.937459+00,261.98,3.33
2025-03-09 17:44:01.93826+00,262.3,2.96
2025-03-09 17:46:01.939065+00,262.62,2.6
2025-03-09 17:48:01.940448+00,262.94,2.24
2025-03-09 17:50:01.942662+00,263.26,1.89
2025-03-09 17:52:01.944065+00,263.58,1.54
2025-03-09 17:54:01.945428+00,263.9,1.19
2025-03-09 17:56:01.947238+00,264.22,0.85
2025-03-09 17:58:01.948763+00,264.54,0.52
2025-03-09 18:00:01.949464+00,264.85,0.19
2025-03-09 18:02:19.594626+00,265.22,-0.37
2025-03-09 18:06:19.595452+00,265.86,-1.34
2025-03-09 18:10:19.597062+00,266.49,-2.18
2025-03-09 18:14:19.598454+00,267.13,-2.99
2025-03-09 18:18:19.600329+00,267.76,-3.78
2025-03-09 18:22:19.601033+00,268.39,-4.57
2025-03-09 18:26:19.602939+00,269.03,-5.35
2025-03-09 18:29:40.450711+00,269.56,-6.0
2025-03-09 18:37:40.452626+00,270.84,-7.55
2025-03-09 18:45:40.453752+00,272.12,-9.1
2025-03-09 18:53:40.454978+00,273.4,-10.65
2025-03-09 19:00:40.604807+00,274.54,-12.0
2025-03-09 19:08:40.607611+00,275.84,-13.54
2025-03-09 19:16:40.608412+00,277.16,-15.07
2025-03-09 19:24:40.60915+00,278.49,-16.6
2025-03-09 19:31:59.837674+00,279.73,-18.0
2025-03-09 19:51:59.839971+00,283.19,-21.78
2025-03-09 20:11:59.841119+00,286.81,-25.51
2025-03-09 20:31:59.84282+00,290.64,-29.16
2025-03-09 20:51:59.844962+00,294.72,-32.72
2025-03-09 21:11:59.846307+00,299.1,-36.16
2025-03-09 21:31:59.847821+00,303.85,-39.45
2025-03-09 21:51:59.849171+00,309.03,-42.55
2025-03-09 22:11:59.850783+00,314.7,-45.42
2025-03-09 22:31:59.851881+00,320.93,-48.01
2025-03-09 22:51:59.852839+00,327.74,-50.26
2025-03-09 23:11:59.853984+00,335.14,-52.1
2025-03-09 23:31:59.855472+00,343.07,-53.47
2025-03-09 23:51:59.856572+00,351.42,-54.32
2025-03-10 00:11:51.005342+00,359.94,-54.6
2025-03-10 00:31:51.006304+00,8.51,-54.31
2025-03-10 00:51:51.008299+00,16.86,-53.46
2025-03-10 01:11:51.009685+00,24.78,-52.08
2025-03-10 01:31:51.011327+00,32.18,-50.23
2025-03-10 01:51:51.012379+00,38.98,-47.98
2025-03-10 02:11:51.014138+00,45.2,-45.39
2025-03-10 02:31:51.014837+00,50.86,-42.51
2025-03-10 02:51:51.019068+00,56.04,-39.4
2025-03-10 03:11:51.018807+00,60.78,-36.11
2025-03-10 03:31:51.021681+00,65.16,-32.67
2025-03-10 03:51:51.022872+00,69.23,-29.1
2025-03-10 04:11:51.024247+00,73.05,-25.45
2025-03-10 04:31:51.025943+00,76.67,-21.72
2025-03-10 04:51:28.281442+00,80.06,-18.0
2025-03-10 04:59:28.282855+00,81.41,-16.47
2025-03-10 05:07:28.284469+00,82.74,-14.94
2025-03-10 05:15:28.285821+00,84.05,-13.4
2025-03-10 05:22:44.975197+00,85.23,-12.0
2025-03-10 05:30:44.977218+00,86.53,-10.46
2025-03-10 05:38:44.978457+00,87.81,-8.91
2025-03-10 05:46:44.979989+00,89.09,-7.36
2025-03-10 05:53:42.046775+00,90.19,-6.0
2025-03-10 05:57:42.049327+00,90.83,-5.22
2025-03-10 06:01:42.051115+00,91.46,-4.44
2025-03-10 06:05:42.052258+00,92.1,-3.65
2025-03-10 06:09:42.053795+00,92.73,-2.85
2025-03-10 06:13:42.054854+00,93.36,-2.04
2025-03-10 06:17:42.05576+00,94.0,-1.19
2025-03-10 06:20:59.118074+00,94.52,-0.37
2025-03-10 06:22:59.120307+00,94.83,0.14
2025-03-10 06:24:59.121366+00,95.15,0.46
2025-03-10 06:26:59.12278+00,95.47,0.8
2025-03-10 06:28:59.123815+00,95.79,1.14
2025-03-10 06:30:59.126168+00,96.1,1.48
2025-03-10 06:32:59.128166+00,96.42,1.84
2025-03-10 06:34:59.128882+00,96.74,2.19
2025-03-10 06:36:59.129759+00,97.06,2.55
2025-03-10 06:38:59.130992+00,97.38,2.91
2025-03-10 06:40:59.132254+00,97.7,3.28
2025-03-10 06:42:59.134824+00,98.02,3.64
2025-03-10 06:44:59.136549+00,98.34,4.01
2025-03-10 06:46:59.136686+00,98.66,4.38
2025-03-10 06:48:59.138677+00,98.99,4.75
2025-03-10 06:50:59.139835+00,99.31,5.12
2025-03-10 06:52:59.140695+00,99.63,5.49
2025-03-10 06:54:59.141822+00,99.96,5.87
2025-03-10 06:56:59.14413+00,100.28,6.24
2025-03-10 06:58:59.146261+00,100.61,6.61
2025-03-10 07:00:59.147526+00,100.93,6.99
2025-03-10 07:02:59.148736+00,101.26,7.36
2025-03-10 07:04:59.150581+00,101.59,7.73
2025-03-10 07:06:59.151525+00,101.91,8.11
2025-03-10 07:08:59.152169+00,102.24,8.48
2025-03-10 07:10:59.153389+00,102.57,8.85
2025-03-10 07:12:59.155174+00,102.9,9.23
2025-03-10 07:14:59.158707+00,103.24,9.6
2025-03-10 07:17:08.273001+00,103.59,10.0
2025-03-10 07:21:08.275092+00,104.26,10.74
2025-03-10 07:25:08.275906+00,104.94,11.49
2025-03-10 07:29:08.277166+00,105.61,12.23
2025-03-10 07:33:08.27792+00,106.3,12.97
2025-03-10 07:37:08.279621+00,106.98,13.7
2025-03-10 07:41:08.280301+00,107.68,14.44
2025-03-10 07:45:08.281365+00,108.37,15.17
2025-03-10 07:49:08.28261+00,109.08,15.9
2025-03-10 07:53:08.283162+00,109.79,16.62
2025-03-10 07:57:08.284315+00,110.5,17.35
2025-03-10 08:01:08.285746+00,111.23,18.07
2025-03-10 08:05:08.286735+00,111.96,18.78
2025-03-10 08:09:08.287529+00,112.69,19.5
2025-03-10 08:13:08.288308+00,113.44,20.21
2025-03-10 08:17:08.289106+00,114.19,20.91
2025-03-10 08:21:08.291376+00,114.95,21.61
2025-03-10 08:25:08.292351+00,115.72,22.31
2025-03-10 08:29:08.294259+00,116.49,23.0
2025-03-10 08:33:08.295316+00,117.28,23.69
2025-03-10 08:37:08.296652+00,118.07,24.37
2025-03-10 08:41:08.29789+00,118.88,25.05
2025-03-10 08:45:08.299322+00,119.69,25.73
2025-03-10 08:49:08.300266+00,120.51,26.39
2025-03-10 08:53:08.301594+00,121.35,27.06
2025-03-10 08:57:08.302383+00,122.19,27.71
2025-03-10 09:01:08.304312+00,123.05,28.36
2025-03-10 09:05:08.30626+00,123.92,29.01
2025-03-10 09:09:08.307428+00,124.8,29.64
2025-03-10 09:13:08.30911+00,125.69,30.27
2025-03-10 09:17:08.309717+00,126.59,30.9
2025-03-10 09:21:08.310456+00,127.51,31.51
2025-03-10 09:25:08.311311+00,128.44,32.12
2025-03-10 09:29:08.312702+00,129.38,32.72
2025-03-10 09:33:08.314425+00,130.34,33.32
2025-03-10 09:37:08.315951+00,131.31,33.9
2025-03-10 09:41:08.317118+00,132.29,34.48
2025-03-10 09:45:08.3181+00,133.29,35.04
2025-03-10 09:49:08.318546+00,134.31,35.6
2025-03-10 09:53:08.319447+00,135.34,36.15
2025-03-10 09:57:08.320765+00,136.38,36.69
2025-03-10 10:01:08.321746+00,137.44,37.22
2025-03-10 10:05:08.322721+00,138.51,37.73
2025-03-10 10:09:08.324294+00,139.6,38.24
2025-03-10 10:13:08.325202+00,140.71,38.73
2025-03-10 10:17:08.326521+00,141.83,39.22
2025-03-10 10:21:08.327011+00,142.97,39.69
2025-03-10 10:25:08.327897+00,144.12,40.15
2025-03-10 10:29:08.328723+00,145.29,40.6
2025-03-10 10:33:08.330333+00,146.48,41.03
2025-03-10 10:37:08.331416+00,147.68,41.45
2025-03-10 10:41:08.332081+00,148.9,41.86
2025-03-10 10:45:08.332875+00,150.14,42.25
2025-03-10 10:49:08.334524+00,151.39,42.63
2025-03-10 10:53:08.335042+00,152.66,42.99
2025-03-10 10:57:08.337023+00,153.94,43.34
2025-03-10 11:01:08.338636+00,155.23,43.67
2025-03-10 11:05:08.340033+00,156.55,43.98
2025-03-10 11:09:08.34077+00,157.87,44.28
2025-03-10 11:13:08.342922+00,159.21,44.57
2025-03-10 11:17:08.344381+00,160.56,44.83
2025-03-10 11:21:08.345704+00,161.93,45.08
2025-03-10 11:25:08.346542+00,163.31,45.32
2025-03-10 11:29:08.348904+00,164.69,45.53
2025-03-10 11:33:08.350913+00,166.09,45.72
2025-03-10 11:37:08.350815+00,167.5,45.9
2025-03-10 11:41:08.35277+00,168.92,46.06
2025-03-10 11:45:08.354661+00,170.34,46.2
2025-03-10 11:49:08.35541+00,171.78,46.32
2025-03-10 11:53:08.357222+00,173.21,46.42
2025-03-10 11:57:08.359407+00,174.66,46.51
2025-03-10 12:01:08.360476+00,176.11,46.57
2025-03-10 12:05:08.361703+00,177.56,46.61
2025-03-10 12:09:08.362948+00,179.01,46.64
2025-03-10 12:11:59.004125+00,180.04,46.64
2025-03-10 12:15:59.006024+00,181.5,46.63
2025-03-10 12:19:59.007235+00,182.95,46.6
2025-03-10 12:23:59.008761+00,184.4,46.56
2025-03-10 12:27:59.009578+00,185.84,46.49
2025-03-10 12:31:59.011519+00,187.29,46.4
2025-03-10 12:35:59.013696+00,188.72,46.29
2025-03-10 12:39:59.015078+00,190.15,46.17
2025-03-10 12:43:59.015901+00,191.58,46.02
2025-03-10 12:47:59.017844+00,192.99,45.86
2025-03-10 12:51:59.019122+00,194.4,45.68
2025-03-10 12:55:59.020814+00,195.8,45.48
2025-03-10 12:59:59.021749+00,197.18,45.26
2025-03-10 13:03:59.023672+00,198.56,45.03
2025-03-10 13:07:59.025796+00,199.92,44.77
2025-03-10 13:11:59.02667+00,201.27,44.5
2025-03-10 13:15:59.028893+00,202.6,44.22
2025-03-10 13:19:59.029952+00,203.93,43.91
2025-03-10 13:23:59.031082+00,205.23,43.59
2025-03-10 13:27:59.032944+00,206.53,43.26
2025-03-10 13:31:59.034848+00,207.81,42.91
2025-03-10 13:35:59.03577+00,209.07,42.54
2025-03-10 13:39:59.03733+00,210.32,42.16
2025-03-10 13:43:59.039403+00,211.55,41.76
2025-03-10 13:47:59.041135+00,212.76,41.35
2025-03-10 13:51:59.042728+00,213.96,40.93
2025-03-10 13:55:59.043325+00,215.15,40.49
2025-03-10 13:59:59.044457+00,216.31,40.04
2025-03-10 14:03:59.0464+00,217.46,39.58
2025-03-10 14:07:59.047676+00,218.6,39.11
2025-03-10 14:11:59.049564+00,219.72,38.62
2025-03-10 14:15:59.051605+00,220.82,38.12
2025-03-10 14:19:59.052872+00,221.91,37.61
2025-03-10 14:23:59.054863+00,222.98,37.09
2025-03-10 14:27:59.055219+00,224.03,36.56
2025-03-10 14:31:59.057399+00,225.07,36.02
2025-03-10 14:35:59.058582+00,226.1,35.47
2025-03-10 14:39:59.059842+00,227.11,34.91
2025-03-10 14:43:59.060522+00,228.11,34.35
2025-03-10 14:47:59.062379+00,229.09,33.77
2025-03-10 14:51:59.063693+00,230.06,33.18
2025-03-10 14:55:59.064332+00,231.01,32.59
2025-03-10 14:59:59.065679+00,231.95,31.98
2025-03-10 15:03:59.067762+00,232.88,31.37
2025-03-10 15:07:59.069168+00,233.79,30.76
2025-03-10 15:11:59.069993+00,234.69,30.13
2025-03-10 15:15:59.070939+00,235.58,29.5
2025-03-10 15:19:59.072833+00,236.46,28.86
2025-03-10 15:23:59.074569+00,237.32,28.22
2025-03-10 15:27:59.07567+00,238.18,27.57
2025-03-10 15:31:59.076365+00,239.02,26.91
2025-03-10 15:35:59.077895+00,239.86,26.24
2025-03-10 15:39:59.079428+00,240.68,25.58
2025-03-10 15:43:59.081713+00,241.49,24.9
2025-03-10 15:47:59.083966+00,242.29,24.22
2025-03-10 15:51:59.085484+00,243.09,23.54
2025-03-10 15:55:59.087507+00,243.87,22.85
2025-03-10 15:59:59.089062+00,244.65,22.16
2025-03-10 16:03:59.09083+00,245.41,21.46
2025-03-10 16:07:59.091635+00,246.17,20.76
2025-03-10 16:11:59.092802+00,246.92,20.05
2025-03-10 16:15:59.09517+00,247.67,19.34
2025-03-10 16:19:59.097493+00,248.4,18.63
2025-03-10 16:23:59.099114+00,249.13,17.91
2025-03-10 16:27:59.101097+00,249.85,17.19
2025-03-10 16:31:59.104437+00,250.57,16.47
2025-03-10 16:35:59.103614+00,251.28,15.74
2025-03-10 16:39:59.104125+00,251.98,15.01
2025-03-10 16:43:59.106658+00,252.68,14.28
2025-03-10 16:47:59.10831+00,253.37,13.55
2025-03-10 16:51:59.109682+00,254.06,12.81
2025-03-10 16:55:59.110578+00,254.74,12.07
2025-03-10 16:59:59.111996+00,255.42,11.33
2025-03-10 17:03:59.113927+00,256.09,10.59
2025-03-10 17:07:09.162574+00,256.62,10.0
2025-03-10 17:09:09.164323+00,256.95,9.63
2025-03-10 17:11:09.165425+00,257.29,9.26
2025-03-10 17:13:09.16624+00,257.62,8.88
2025-03-10 17:15:09.167744+00,257.95,8.51
2025-03-10 17:17:09.169563+00,258.28,8.14
2025-03-10 17:19:09.171329+00,258.61,7.77
2025-03-10 17:21:09.171934+00,258.94,7.39
2025-03-10 17:23:09.173106+00,259.26,7.02
2025-03-10 17:25:09.174387+00,259.59,6.65
2025-03-10 17:27:09.176477+00,259.92,6.27
2025-03-10 17:29:09.177945+00,260.24,5.9
2025-03-10 17:31:09.179561+00,260.57,5.53
2025-03-10 17:33:09.182358+00,260.89,5.16
2025-03-10 17:35:09.184531+00,261.21,4.79
2025-03-10 17:37:09.184999+00,261.54,4.42
2025-03-10 17:39:09.185981+00,261.86,4.05
2025-03-10 17:41:09.187549+00,262.18,3.68
2025-03-10 17:43:09.189409+00,262.5,3.31
2025-03-10 17:45:09.190356+00,262.82,2.95
2025-03-10 17:47:09.192487+00,263.14,2.59
2025-03-10 17:49:09.193806+00,263.46,2.23
2025-03-10 17:51:09.193605+00,263.78,1.87
2025-03-10 17:53:09.194895+00,264.1,1.52
2025-03-10 17:55:09.196224+00,264.42,1.17
2025-03-10 17:57:09.197636+00,264.74,0.83
2025-03-10 17:59:09.198701+00,265.06,0.5
2025-03-10 18:01:09.199715+00,265.38,0.18
2025-03-10 18:03:21.958191+00,265.73,-0.36
2025-03-10 18:07:21.959858+00,266.36,-1.34
2025-03-10 18:11:21.961065+00,267.0,-2.18
2025-03-10 18:15:21.962208+00,267.63,-2.99
2025-03-10 18:19:21.964056+00,268.27,-3.78
2025-03-10 18:23:21.965039+00,268.9,-4.57
2025-03-10 18:27:21.965708+00,269.54,-5.35
2025-03-10 18:30:42.21237+00,270.07,-6.0
2025-03-10 18:38:42.214033+00,271.35,-7.55
2025-03-10 18:46:42.215232+00,272.63,-9.1
2025-03-10 18:54:42.21565+00,273.92,-10.65
2025-03-10 19:01:43.041046+00,275.06,-12.0
2025-03-10 19:09:43.042157+00,276.37,-13.54
2025-03-10 19:17:43.044425+00,277.69,-15.07
2025-03-10 19:25:43.046606+00,279.03,-16.6
2025-03-10 19:33:04.534769+00,280.27,-18.0
2025-03-10 19:53:04.536154+00,283.75,-21.77
2025-03-10 20:13:04.537414+00,287.39,-25.49
2025-03-10 20:33:04.538238+00,291.23,-29.13
2025-03-10 20:53:04.540881+00,295.33,-32.67
2025-03-10 21:13:04.542383+00,299.74,-36.09
2025-03-10 21:33:04.544968+00,304.51,-39.36
2025-03-10 21:53:04.546397+00,309.71,-42.43
2025-03-10 22:13:04.548335+00,315.41,-45.27
2025-03-10 22:33:04.549221+00,321.65,-47.83
2025-03-10 22:53:04.550924+00,328.47,-50.03
2025-03-10 23:13:04.551768+00,335.86,-51.83
2025-03-10 23:33:04.552835+00,343.77,-53.16
2025-03-10 23:53:04.554105+00,352.06,-53.97
2025-03-11 00:11:36.00378+00,359.94,-54.21
2025-03-11 00:31:36.006576+00,8.44,-53.92
2025-03-11 00:51:36.007975+00,16.71,-53.08
2025-03-11 01:11:36.010087+00,24.58,-51.71
2025-03-11 01:31:36.011452+00,31.93,-49.87
2025-03-11 01:51:36.0128+00,38.7,-47.64
2025-03-11 02:11:36.01404+00,44.9,-45.06
2025-03-11 02:31:36.015066+00,50.55,-42.19
2025-03-11 02:51:36.015904+00,55.72,-39.1
2025-03-11 03:11:36.017416+00,60.46,-35.82
2025-03-11 03:31:36.018449+00,64.83,-32.39
2025-03-11 03:51:36.021028+00,68.91,-28.83
2025-03-11 04:11:36.022871+00,72.73,-25.18
2025-03-11 04:31:36.024529+00,76.35,-21.45
2025-03-11 04:49:52.255615+00,79.52,-18.0
2025-03-11 04:57:52.257692+00,80.87,-16.48
2025-03-11 05:05:52.258855+00,82.2,-14.95
2025-03-11 05:13:52.259835+00,83.52,-13.41
2025-03-11 05:21:11.257716+00,84.72,-12.0
2025-03-11 05:29:11.259423+00,86.01,-10.46
2025-03-11 05:37:11.260456+00,87.3,-8.91
2025-03-11 05:45:11.262235+00,88.58,-7.36
2025-03-11 05:52:09.055085+00,89.68,-6.0
2025-03-11 05:56:09.056622+00,90.32,-5.22
2025-03-11 06:00:09.057565+00,90.95,-4.44
2025-03-11 06:04:09.059228+00,91.59,-3.65
2025-03-11 06:08:09.060139+00,92.22,-2.85
2025-03-11 06:12:09.061569+00,92.85,-2.04
2025-03-11 06:16:09.063903+00,93.49,-1.19
2025-03-11 06:19:25.584661+00,94.01,-0.37
2025-03-11 06:21:25.585897+00,94.32,0.14
2025-03-11 06:23:25.587168+00,94.64,0.46
2025-03-11 06:25:25.590125+00,94.96,0.8
2025-03-11 06:27:25.592424+00,95.28,1.14
2025-03-11 06:29:25.593815+00,95.59,1.48
2025-03-11 06:31:25.595594+00,95.91,1.84
2025-03-11 06:33:25.596929+00,96.23,2.19
2025-03-11 06:35:25.596996+00,96.55,2.55
2025-03-11 06:37:25.598825+00,96.87,2.91
2025-03-11 06:39:25.599844+00,97.19,3.28
2025-03-11 06:41:25.60197+00,97.51,3.65
2025-03-11 06:43:25.603135+00,97.83,4.01
2025-03-11 06:45:25.604614+00,98.15,4.38
2025-03-11 06:47:25.60655+00,98.47,4.75
2025-03-11 06:49:25.607865+00,98.8,5.13
2025-03-11 06:51:25.609076+00,99.12,5.5
2025-03-11 06:53:25.610453+00,99.44,5.87
2025-03-11 06:55:25.611888+00,99.77,6.25
2025-03-11 06:57:25.612957+00,100.09,6.62
2025-03-11 06:59:25.614101+00,100.42,6.99
2025-03-11 07:01:25.615062+00,100.74,7.37
2025-03-11 07:03:25.616512+00,101.07,7.74
2025-03-11 07:05:25.619223+00,101.4,8.12
2025-03-11 07:07:25.620627+00,101.73,8.49
2025-03-11 07:09:25.62246+00,102.06,8.86
2025-03-11 07:11:25.624309+00,102.39,9.24
2025-03-11 07:13:25.624619+00,102.72,9.61
2025-03-11 07:15:30.031438+00,103.07,10.0
2025-03-11 07:19:30.033956+00,103.73,10.75
2025-03-11 07:23:30.035628+00,104.4,11.49
2025-03-11 07:27:30.036552+00,105.08,12.23
2025-03-11 07:31:30.037203+00,105.76,12.97
2025-03-11 07:35:30.038293+00,106.45,13.71
2025-03-11 07:39:30.039055+00,107.14,14.45
2025-03-11 07:43:30.040677+00,107.83,15.18
2025-03-11 07:47:30.042444+00,108.54,15.91
2025-03-11 07:51:30.043031+00,109.24,16.64
2025-03-11 07:55:30.045323+00,109.96,17.37
2025-03-11 07:59:30.045604+00,110.68,18.09
2025-03-11 08:03:30.047077+00,111.41,18.81
2025-03-11 08:07:30.0479+00,112.14,19.53
2025-03-11 08:11:30.049318+00,112.88,20.24
2025-03-11 08:15:30.050549+00,113.63,20.95
2025-03-11 08:19:30.052325+00,114.39,21.65
2025-03-11 08:23:30.054102+00,115.15,22.35
2025-03-11 08:27:30.056165+00,115.93,23.05
2025-03-11 08:31:30.057355+00,116.71,23.74
2025-03-11 08:35:30.05903+00,117.5,24.43
2025-03-11 08:39:30.060528+00,118.31,25.11
2025-03-11 08:43:30.061265+00,119.12,25.78
2025-03-11 08:47:30.063221+00,119.94,26.46
2025-03-11 08:51:30.065033+00,120.77,27.12
2025-03-11 08:55:30.067668+00,121.61,27.78
2025-03-11 08:59:30.069423+00,122.47,28.44
2025-03-11 09:03:30.070139+00,123.33,29.09
2025-03-11 09:07:30.07315+00,124.21,29.73
2025-03-11 09:11:30.074542+00,125.1,30.36
2025-03-11 09:15:30.076201+00,126.0,30.99
2025-03-11 09:19:30.077799+00,126.91,31.61
2025-03-11 09:23:30.078881+00,127.84,32.23
2025-03-11 09:27:30.080456+00,128.78,32.83
2025-03-11 09:31:30.081722+00,129.73,33.43
2025-03-11 09:35:30.08359+00,130.7,34.02
2025-03-11 09:39:30.084707+00,131.68,34.6
2025-03-11 09:43:30.085518+00,132.68,35.17
2025-03-11 09:47:30.08718+00,133.69,35.74
2025-03-11 09:51:30.088309+00,134.71,36.29
2025-03-11 09:55:30.089625+00,135.76,36.83
2025-03-11 09:59:30.091924+00,136.81,37.37
2025-03-11 10:03:30.092921+00,137.89,37.89
2025-03-11 10:07:30.09468+00,138.97,38.41
2025-03-11 10:11:30.095973+00,140.08,38.91
2025-03-11 10:15:30.097062+00,141.2,39.4
